dte,band,spread_type,flow_mode,spread_width,entry_time_pst,entry_time_et,time_bucket,expected_win_pct,expected_roi_pct,sharpe,expected_credit,max_risk_per_contract,avg_pnl,n_trades,trade_score
3,P97,iron_condor,neutral,20,06:30,09:30,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),94.8,25.93,0.464,1453.84,5605.84,575.04,58,70.64220796169708
5,P97,put_spread,with_flow,15,12:30,15:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),92.9,22.25,0.667,1111.5,4995.64,176.82,14,70.64199104419055
3,P97,put_spread,against_flow,5,08:45,11:45,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),95.5,21.2,0.37,834.68,3938.05,296.68,22,70.63865567984155
3,P97,put_spread,against_flow,10,08:45,11:45,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),95.5,21.2,0.37,834.68,3938.05,296.68,22,70.63865567984155
1,P100,iron_condor,against_flow,20,09:30,12:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),93.4,34.37,0.396,2425.51,7058.05,893.5,61,70.63414385347228
1,P100,iron_condor,with_flow,20,09:30,12:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),93.4,34.37,0.396,2425.51,7058.05,893.5,61,70.63414385347228
1,P100,iron_condor,with_flow,15,09:30,12:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),93.4,34.37,0.396,2425.51,7058.05,893.5,61,70.63414385347228
1,P100,iron_condor,against_flow,15,09:30,12:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),93.4,34.37,0.396,2425.51,7058.05,893.5,61,70.63414385347228
3,P99,iron_condor,against_flow,60,10:00,13:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),90.0,46.21,0.422,5422.44,11734.54,1242.39,50,70.63287017556718
3,P99,iron_condor,with_flow,60,10:00,13:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),90.0,46.21,0.422,5422.44,11734.54,1242.39,50,70.63287017556718
5,P98,iron_condor,neutral,30,07:00,10:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),97.1,22.42,0.509,1664.17,7422.83,642.41,70,70.63139014499859
1,P99,iron_condor,neutral,10,11:30,14:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),94.3,26.94,0.52,1708.19,6340.79,786.88,53,70.62918110361642
3,P95,call_spread,with_flow,30,07:00,10:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),95.8,25.24,0.386,1347.96,5339.54,482.62,24,70.6236410102743
3,P99,iron_condor,with_flow,55,10:00,13:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),90.0,46.21,0.42,5409.54,11707.44,1235.94,50,70.62081539602167
3,P99,iron_condor,against_flow,55,10:00,13:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),90.0,46.21,0.42,5409.54,11707.44,1235.94,50,70.62081539602167
1,P100,iron_condor,against_flow,30,07:30,10:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),98.1,24.04,0.38,1776.85,7391.81,792.43,53,70.61569725141744
1,P100,iron_condor,with_flow,30,07:30,10:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),98.1,24.04,0.38,1776.85,7391.81,792.43,53,70.61569725141744
3,P98,iron_condor,neutral,10,07:00,10:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),96.7,24.66,0.424,1623.27,6583.53,719.08,60,70.61488393156863
5,P99,iron_condor,neutral,55,07:00,10:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),98.6,24.78,0.416,2573.06,10384.24,866.73,71,70.60899554709829
1,P97,iron_condor,with_flow,35,08:00,11:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),96.4,27.3,0.303,1552.95,5687.68,643.11,56,70.60537222909868
1,P97,iron_condor,against_flow,35,08:00,11:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),96.4,27.3,0.303,1552.95,5687.68,643.11,56,70.60537222909868
1,P100,iron_condor,with_flow,50,07:15,10:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),96.4,25.78,0.455,1924.24,7463.89,719.23,55,70.6045678928816
1,P100,iron_condor,against_flow,50,07:15,10:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),96.4,25.78,0.455,1924.24,7463.89,719.23,55,70.6045678928816
5,P97,iron_condor,with_flow,35,07:00,10:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),98.0,21.98,0.446,1606.61,7308.06,606.26,49,70.59970440582042
5,P97,iron_condor,against_flow,35,07:00,10:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),98.0,21.98,0.446,1606.61,7308.06,606.26,49,70.59970440582042
1,P97,iron_condor,neutral,25,07:15,10:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),93.8,30.46,0.333,1508.11,4951.09,603.12,64,70.59851453114365
3,P99,put_spread,with_flow,30,12:30,15:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),94.1,21.44,0.646,1189.0,5546.29,297.41,17,70.59401411033322
1,P99,iron_condor,neutral,10,08:15,11:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),94.9,28.3,0.447,1886.24,6665.37,851.36,59,70.59158361351284
5,P99,put_spread,against_flow,60,12:00,15:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),96.0,22.56,0.622,1903.0,8437.0,622.96,25,70.5865108450871
5,P99,put_spread,against_flow,55,12:00,15:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),96.0,22.56,0.622,1903.0,8437.0,622.96,25,70.5865108450871
5,P98,put_spread,against_flow,15,07:45,10:45,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),96.0,23.34,0.314,1006.84,4313.16,240.34,25,70.58397150117314
5,P98,put_spread,against_flow,20,07:45,10:45,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),96.0,23.34,0.314,1006.84,4313.16,240.34,25,70.58397150117314
3,P98,iron_condor,against_flow,15,06:30,09:30,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),93.6,30.4,0.363,1551.98,5105.7,607.71,47,70.58119059090821
3,P98,iron_condor,with_flow,15,06:30,09:30,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),93.6,30.4,0.363,1551.98,5105.7,607.71,47,70.58119059090821
1,P100,iron_condor,against_flow,15,07:30,10:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),96.5,26.0,0.36,1575.84,6059.98,672.46,57,70.58034092521757
1,P100,iron_condor,with_flow,15,07:30,10:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),96.5,26.0,0.36,1575.84,6059.98,672.46,57,70.58034092521757
3,P100,iron_condor,neutral,70,06:30,09:30,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),98.6,21.91,0.468,1993.0,9096.27,911.95,71,70.58020342459052
3,P100,iron_condor,against_flow,5,08:30,11:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),90.0,38.34,0.519,2701.0,7044.98,758.65,40,70.57590089113098
3,P100,iron_condor,with_flow,5,08:30,11:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),90.0,38.34,0.519,2701.0,7044.98,758.65,40,70.57590089113098
3,P98,iron_condor,neutral,20,10:00,13:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),95.0,33.03,0.335,2509.62,7598.05,781.8,60,70.56975432841321
3,P98,iron_condor,neutral,15,10:00,13:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),95.0,33.03,0.335,2509.62,7598.05,781.8,60,70.56975432841321
1,P100,iron_condor,with_flow,45,11:00,14:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),98.2,24.64,0.381,2019.51,8197.42,853.32,55,70.56779203212719
1,P100,iron_condor,against_flow,45,11:00,14:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),98.2,24.64,0.381,2019.51,8197.42,853.32,55,70.56779203212719
5,P100,call_spread,against_flow,75,08:30,11:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),91.7,41.56,0.367,3743.42,9006.58,1115.04,12,70.56659871782631
5,P100,call_spread,against_flow,70,08:30,11:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),91.7,41.56,0.367,3743.42,9006.58,1115.04,12,70.56659871782631
1,P97,iron_condor,against_flow,35,08:45,11:45,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),96.5,24.24,0.425,1515.91,6253.04,640.97,57,70.55844427670381
1,P97,iron_condor,with_flow,35,08:45,11:45,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),96.5,24.24,0.425,1515.91,6253.04,640.97,57,70.55844427670381
3,P97,iron_condor,with_flow,20,06:30,09:30,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),95.7,22.96,0.467,1253.64,5460.91,502.43,47,70.55839326412631
3,P97,iron_condor,against_flow,20,06:30,09:30,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),95.7,22.96,0.467,1253.64,5460.91,502.43,47,70.55839326412631
1,P97,iron_condor,with_flow,15,12:30,15:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),94.2,29.66,0.314,1446.52,4877.37,749.55,52,70.54757059439821
1,P97,iron_condor,against_flow,15,12:30,15:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),94.2,29.66,0.314,1446.52,4877.37,749.55,52,70.54757059439821
1,P99,put_spread,neutral,45,08:15,11:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),97.5,22.56,0.413,1454.32,6445.68,640.67,40,70.54685338397191
1,P99,call_spread,against_flow,5,10:00,13:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),93.3,22.17,0.548,955.73,4310.93,369.37,15,70.5458701591072
1,P99,put_spread,against_flow,35,08:15,11:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),96.2,26.2,0.372,1589.08,6064.77,668.67,26,70.54373429165491
1,P100,iron_condor,neutral,25,07:30,10:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),98.4,20.45,0.424,1371.97,6709.26,603.93,62,70.52545468054599
1,P100,iron_condor,with_flow,10,09:30,12:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),93.2,33.78,0.412,2362.0,6993.08,970.75,59,70.52097014191172
1,P100,iron_condor,against_flow,5,09:30,12:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),93.2,33.78,0.412,2362.0,6993.08,970.75,59,70.52097014191172
1,P100,iron_condor,with_flow,5,09:30,12:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),93.2,33.78,0.412,2362.0,6993.08,970.75,59,70.52097014191172
1,P100,iron_condor,against_flow,10,09:30,12:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),93.2,33.78,0.412,2362.0,6993.08,970.75,59,70.52097014191172
5,P99,put_spread,neutral,45,12:00,15:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),95.8,29.31,0.418,2474.6,8442.06,465.71,48,70.5205900088367
5,P98,iron_condor,neutral,35,08:15,11:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),93.1,35.42,0.438,3084.74,8709.47,703.6,58,70.51535098346972
1,P97,iron_condor,neutral,35,12:00,15:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),94.5,28.95,0.404,1732.16,5982.71,710.25,55,70.51246664889322
1,P98,iron_condor,neutral,10,07:15,10:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),94.7,21.99,0.508,1068.14,4856.72,514.2,57,70.49950556754354
1,P99,iron_condor,with_flow,25,06:30,09:30,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),95.0,27.03,0.309,1266.45,4684.82,527.67,40,70.49860745770383
1,P99,iron_condor,against_flow,25,06:30,09:30,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),95.0,27.03,0.309,1266.45,4684.82,527.67,40,70.49860745770383
1,P99,call_spread,with_flow,50,07:15,10:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),96.2,24.2,0.501,1779.96,7354.65,563.54,26,70.49736801887241
1,P100,iron_condor,neutral,25,07:15,10:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),95.2,26.8,0.451,1752.44,6539.55,646.9,62,70.48631441001292
1,P100,iron_condor,against_flow,50,11:00,14:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),98.2,24.37,0.377,1983.86,8139.91,838.29,56,70.48552962317765
1,P100,iron_condor,with_flow,50,11:00,14:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),98.2,24.37,0.377,1983.86,8139.91,838.29,56,70.48552962317765
3,P98,iron_condor,with_flow,35,08:15,11:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),96.0,31.79,0.356,3047.1,9586.56,778.53,50,70.48175408905801
3,P98,iron_condor,against_flow,35,08:15,11:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),96.0,31.79,0.356,3047.1,9586.56,778.53,50,70.48175408905801
1,P99,call_spread,against_flow,15,10:00,13:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),92.9,22.57,0.604,1058.93,4691.07,413.21,14,70.47791964626407
1,P99,call_spread,against_flow,20,10:00,13:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),92.9,22.57,0.604,1058.93,4691.07,413.21,14,70.47791964626407
1,P97,iron_condor,with_flow,35,12:30,15:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),98.2,22.91,0.346,1497.47,6536.82,806.12,55,70.47509166689615
1,P97,iron_condor,against_flow,35,12:30,15:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),98.2,22.91,0.346,1497.47,6536.82,806.12,55,70.47509166689615
3,P100,iron_condor,with_flow,70,06:30,09:30,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),98.3,22.66,0.452,2051.43,9054.73,925.67,60,70.46979032284783
3,P100,iron_condor,against_flow,70,06:30,09:30,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),98.3,22.66,0.452,2051.43,9054.73,925.67,60,70.46979032284783
5,P99,iron_condor,neutral,60,07:00,10:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),98.6,24.34,0.41,2504.27,10289.81,843.84,73,70.46867048565522
3,P97,iron_condor,with_flow,20,07:00,10:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),92.9,31.09,0.385,1605.88,5165.11,614.64,56,70.46463437855148
3,P97,iron_condor,against_flow,20,07:00,10:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),92.9,31.09,0.385,1605.88,5165.11,614.64,56,70.46463437855148
3,P95,call_spread,neutral,15,07:00,10:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),95.3,20.21,0.378,776.09,3840.19,291.0,43,70.46457564209062
3,P99,put_spread,with_flow,85,11:30,14:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),91.7,42.37,0.388,4861.0,11472.33,515.71,12,70.45982502638958
1,P97,iron_condor,with_flow,30,12:30,15:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),96.4,25.61,0.324,1414.2,5521.25,737.95,55,70.45686812316052
1,P97,iron_condor,against_flow,30,12:30,15:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),96.4,25.61,0.324,1414.2,5521.25,737.95,55,70.45686812316052
1,P99,iron_condor,with_flow,60,09:00,12:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),98.2,25.17,0.391,2381.49,9462.85,1228.39,55,70.45402816540472
1,P99,iron_condor,against_flow,60,09:00,12:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),98.2,25.17,0.391,2381.49,9462.85,1228.39,55,70.45402816540472
1,P99,iron_condor,against_flow,55,09:00,12:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),98.2,25.16,0.391,2381.02,9462.85,1228.15,55,70.45152816540471
1,P99,iron_condor,with_flow,55,09:00,12:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),98.2,25.16,0.391,2381.02,9462.85,1228.15,55,70.45152816540471
5,P98,put_spread,with_flow,65,12:30,15:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),94.7,23.42,0.682,2022.53,8635.37,745.45,19,70.44705594201523
3,P100,put_spread,with_flow,35,09:00,12:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),94.4,25.47,0.65,2277.94,8944.28,287.81,18,70.4435659550014
3,P100,put_spread,with_flow,40,09:00,12:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),94.4,25.47,0.65,2277.94,8944.28,287.81,18,70.4435659550014
1,P99,iron_condor,with_flow,25,07:15,10:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),96.7,29.32,0.3,2177.1,7425.48,1186.65,60,70.44342857296768
1,P99,iron_condor,against_flow,25,07:15,10:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),96.7,29.32,0.3,2177.1,7425.48,1186.65,60,70.44342857296768
1,P98,put_spread,neutral,45,07:00,10:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),97.9,20.68,0.355,1121.04,5421.51,462.96,47,70.4390091505872
1,P97,iron_condor,neutral,35,08:45,11:45,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),96.9,22.77,0.436,1461.14,6417.47,626.38,64,70.43699294815558
3,P95,call_spread,against_flow,50,10:00,13:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),92.3,29.53,0.602,2069.31,7007.62,753.12,13,70.43253603505897
3,P95,call_spread,against_flow,45,10:00,13:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),92.3,29.53,0.602,2069.31,7007.62,753.12,13,70.43253603505897
1,P99,iron_condor,with_flow,20,08:45,11:45,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),93.2,32.86,0.362,1933.82,5885.66,556.14,44,70.42908959403024
1,P99,iron_condor,against_flow,20,08:45,11:45,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),93.2,32.86,0.362,1933.82,5885.66,556.14,44,70.42908959403024
3,P97,iron_condor,with_flow,45,08:15,11:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),93.1,37.67,0.386,3659.47,9715.1,1092.42,58,70.42415096602197
3,P97,iron_condor,against_flow,50,08:15,11:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),93.1,37.67,0.386,3659.47,9715.1,1092.42,58,70.42415096602197
3,P97,iron_condor,with_flow,50,08:15,11:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),93.1,37.67,0.386,3659.47,9715.1,1092.42,58,70.42415096602197
3,P97,iron_condor,against_flow,45,08:15,11:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),93.1,37.67,0.386,3659.47,9715.1,1092.42,58,70.42415096602197
3,P98,iron_condor,with_flow,40,08:15,11:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),96.2,31.17,0.348,2930.37,9400.08,748.82,52,70.42414146688112
3,P98,iron_condor,against_flow,40,08:15,11:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),96.2,31.17,0.348,2930.37,9400.08,748.82,52,70.42414146688112
1,P100,iron_condor,with_flow,20,07:30,10:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),96.5,25.71,0.351,1567.02,6095.12,659.27,57,70.41681357545052
1,P100,iron_condor,against_flow,20,07:30,10:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),96.5,25.71,0.351,1567.02,6095.12,659.27,57,70.41681357545052
1,P99,put_spread,neutral,60,08:15,11:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),98.0,21.0,0.483,1687.57,8036.92,773.18,49,70.40251550096306
1,P99,put_spread,neutral,55,08:15,11:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),98.0,21.0,0.483,1687.57,8036.92,773.18,49,70.40251550096306
5,P100,call_spread,against_flow,55,07:15,10:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),100.0,25.1,0.308,3023.64,12047.79,2195.39,14,70.39905549565522
3,P100,iron_condor,with_flow,25,06:30,09:30,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),95.6,26.0,0.404,1572.47,6047.69,668.34,45,70.39904781495082
3,P100,iron_condor,against_flow,25,06:30,09:30,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),95.6,26.0,0.404,1572.47,6047.69,668.34,45,70.39904781495082
3,P97,iron_condor,neutral,20,07:00,10:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),93.5,29.33,0.382,1504.53,5129.66,582.19,62,70.38739388380516
1,P100,call_spread,neutral,30,07:30,10:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),97.3,21.05,0.492,1501.51,7133.62,612.99,37,70.38212564868887
3,P97,put_spread,with_flow,25,07:45,10:45,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),95.2,24.03,0.443,1296.14,5394.33,583.55,21,70.37909668021793
3,P100,iron_condor,neutral,75,06:30,09:30,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),98.6,21.5,0.465,2027.08,9428.23,928.99,71,70.37628893758425
3,P100,iron_condor,with_flow,15,12:30,15:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),91.1,38.41,0.36,2377.29,6189.88,588.91,56,70.37358040866705
3,P100,iron_condor,against_flow,20,12:30,15:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),91.1,38.41,0.36,2377.29,6189.88,588.91,56,70.37358040866705
3,P100,iron_condor,against_flow,15,12:30,15:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),91.1,38.41,0.36,2377.29,6189.88,588.91,56,70.37358040866705
3,P100,iron_condor,with_flow,20,12:30,15:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),91.1,38.41,0.36,2377.29,6189.88,588.91,56,70.37358040866705
5,P99,iron_condor,neutral,70,07:00,10:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),98.6,24.08,0.411,2532.28,10516.83,852.17,72,70.36971372932717
5,P99,iron_condor,with_flow,25,06:30,09:30,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),96.4,24.75,0.399,1572.38,6352.29,687.06,55,70.36797086641197
5,P99,iron_condor,against_flow,25,06:30,09:30,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),96.4,24.75,0.399,1572.38,6352.29,687.06,55,70.36797086641197
3,P100,put_spread,neutral,80,06:30,09:30,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),97.8,21.93,0.476,1829.7,8344.22,784.32,46,70.36736873069022
3,P99,put_spread,against_flow,35,07:15,10:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),95.8,22.49,0.426,1166.83,5187.33,440.88,24,70.36604803723688
5,P100,put_spread,with_flow,70,12:30,15:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),93.8,23.9,0.705,1935.31,8095.94,652.0,16,70.36537403933329
1,P99,iron_condor,neutral,5,08:15,11:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),94.8,27.87,0.443,1878.02,6737.71,850.84,58,70.35986759076897
5,P99,iron_condor,neutral,65,07:00,10:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),98.6,24.07,0.41,2531.88,10516.83,851.97,72,70.35921372932718
3,P99,iron_condor,with_flow,25,12:30,15:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),90.0,39.21,0.391,2288.58,5836.2,471.95,50,70.35738735821253
3,P99,iron_condor,against_flow,25,12:30,15:30,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),90.0,39.21,0.391,2288.58,5836.2,471.95,50,70.35738735821253
3,P97,put_spread,neutral,40,06:30,09:30,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),94.1,22.13,0.493,1001.88,4527.53,324.03,34,70.35391965265829
1,P100,iron_condor,with_flow,35,07:15,10:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),94.7,28.79,0.425,1968.33,6836.72,697.88,57,70.342879421711
1,P100,iron_condor,against_flow,35,07:15,10:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),94.7,28.79,0.425,1968.33,6836.72,697.88,57,70.342879421711
3,P100,put_spread,with_flow,50,09:00,12:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),94.4,25.16,0.65,2278.61,9054.72,288.14,18,70.33879276222787
3,P100,put_spread,with_flow,45,09:00,12:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),94.4,25.16,0.65,2278.61,9054.72,288.14,18,70.33879276222787
5,P98,iron_condor,neutral,40,08:15,11:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),93.1,34.98,0.431,3063.19,8756.88,692.83,58,70.33691847324617
3,P95,call_spread,with_flow,35,07:00,10:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),95.8,24.56,0.382,1343.04,5469.46,480.17,24,70.33266811714502
1,P99,put_spread,against_flow,40,08:15,11:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),96.2,25.64,0.372,1589.46,6199.0,668.87,26,70.33232682690756
5,P99,call_spread,against_flow,5,08:30,11:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),90.9,42.93,0.358,3931.82,9159.09,1140.45,11,70.3201230455209
5,P99,call_spread,against_flow,10,08:30,11:30,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),90.9,42.93,0.358,3931.82,9159.09,1140.45,11,70.3201230455209
5,P99,put_spread,neutral,5,12:00,15:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),93.3,34.81,0.357,2504.76,7195.24,408.96,45,70.31811541241154
5,P99,put_spread,neutral,10,12:00,15:00,C: 09:00-12:30 PST / 12:00-15:30 ET (30-min),93.3,34.81,0.357,2504.76,7195.24,408.96,45,70.31811541241154
3,P98,put_spread,neutral,30,06:30,09:30,A: 06:30-06:50 PST / 09:30-09:50 ET (10-min),94.4,24.63,0.319,993.61,4034.17,302.81,36,70.30714928101692
3,P98,iron_condor,neutral,35,08:15,11:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),96.4,30.19,0.345,2800.04,9276.02,722.73,55,70.30359711923865
3,P97,put_spread,neutral,30,08:15,11:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),97.9,20.96,0.351,1193.04,5692.38,491.48,48,70.30146888296284
5,P97,iron_condor,against_flow,40,07:00,10:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),98.0,21.3,0.43,1561.08,7328.49,583.49,49,70.2940751573653
5,P97,iron_condor,with_flow,40,07:00,10:00,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),98.0,21.3,0.43,1561.08,7328.49,583.49,49,70.2940751573653
3,P99,iron_condor,with_flow,60,07:15,10:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),94.1,36.64,0.336,3694.78,10084.75,1616.76,51,70.29119244403678
3,P99,iron_condor,against_flow,60,07:15,10:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),94.1,36.64,0.336,3694.78,10084.75,1616.76,51,70.29119244403678
3,P99,iron_condor,against_flow,55,07:15,10:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),94.1,36.63,0.336,3694.51,10084.75,1616.63,51,70.28869244403678
3,P99,iron_condor,with_flow,55,07:15,10:15,B: 07:00-08:45 PST / 10:00-11:45 ET (15-min),94.1,36.63,0.336,3694.51,10084.75,1616.63,51,70.28869244403678
