timestamp,ticker,type,strike,expiration,bid,ask,day_close,fmv,delta,gamma,theta,vega,implied_volatility,volume
2026-01-22T06:01:00.209129,O:NDXP260122C26200000,call,26200,2026-01-22,0,0,0.28,,,,,,,23
2026-01-22T06:01:00.209129,O:NDXP260122C26240000,call,26240,2026-01-22,0,0,0.1,,,,,,,2
2026-01-22T06:01:00.209129,O:NDXP260122C26270000,call,26270,2026-01-22,0,0,0.1,,,,,,,2
2026-01-22T06:01:00.209129,O:NDXP260122C26210000,call,26210,2026-01-22,0,0,0.05,,,,,,,2
2026-01-22T06:01:00.209129,O:NDXP260122C26230000,call,26230,2026-01-22,0,0,0.05,,,,,,,2
2026-01-22T06:01:00.209129,O:NDXP260122C26300000,call,26300,2026-01-22,0,0,0.15,,,,,,,7
2026-01-22T06:01:00.209129,O:NDXP260122C26280000,call,26280,2026-01-22,0,0,0.1,,,,,,,2
2026-01-22T06:01:00.209129,O:NDXP260122C26250000,call,26250,2026-01-22,0,0,0.05,,,,,,,12
2026-01-22T06:01:00.209129,O:NDXP260122C26290000,call,26290,2026-01-22,0,0,0.1,,,,,,,2
2026-01-22T06:01:00.209129,O:NDXP260122C26310000,call,26310,2026-01-22,0,0,0.1,,,,,,,2
2026-01-22T06:01:00.209129,O:NDXP260122C26260000,call,26260,2026-01-22,0,0,0.1,,,,,,,2
2026-01-22T06:01:00.209129,O:NDXP260122C26340000,call,26340,2026-01-22,0,0,0.05,,,,,,,2
2026-01-22T06:01:00.209129,O:NDXP260122C26330000,call,26330,2026-01-22,0,0,0.05,,,,,,,2
2026-01-22T06:01:00.209129,O:NDXP260122C26320000,call,26320,2026-01-22,0,0,0.15,,,,,,,2
2026-01-22T06:01:00.209129,O:NDXP260122C26350000,call,26350,2026-01-22,0,0,0.05,,,,,,,4
2026-01-22T06:01:00.209129,O:NDXP260122C26360000,call,26360,2026-01-22,0,0,0.05,,,,,,,2
2026-01-22T06:01:00.209129,O:NDXP260122C26370000,call,26370,2026-01-22,0,0,0.1,,,,,,,1
2026-01-22T06:01:00.209129,O:NDXP260122C26400000,call,26400,2026-01-22,0,0,0.65,,,,,,,1
2026-01-22T06:01:00.209129,O:NDXP260122C26500000,call,26500,2026-01-22,0,0,0.15,,,,,,,3
2026-01-22T06:01:00.209129,O:NDXP260122C26450000,call,26450,2026-01-22,0,0,0.36,,,,,,,1
2026-01-22T06:01:00.209129,O:NDXP260122C26550000,call,26550,2026-01-22,0,0,0.06,,,,,,,2
2026-01-22T06:01:00.209129,O:NDXP260122C26650000,call,26650,2026-01-22,0,0,0.26,,,,,,,1
2026-01-22T06:01:00.209129,O:NDXP260122C26600000,call,26600,2026-01-22,0,0,0.1,,,,,,,2
2026-01-22T06:01:00.209129,O:NDXP260122C26750000,call,26750,2026-01-22,0,0,0.35,,,,,,,1
2026-01-22T06:01:00.209129,O:NDXP260122C26700000,call,26700,2026-01-22,0,0,0.6,,,,,,,3
